"","SP_ID","Int_Name","PA_type","IUCN_CAT","COUNTRY","ISO3","ODA_status","ODA","RealmNr","Biodiversity","Wilderness","ClimateStability","LandUseStability","Size","ClimateProtection"
"267",568,"St Katherine Protectorate","KBA",NA,"Egypt","EGY","Lower Middle Income Countries and Territories","yes",8,0.210955469113768,0.711954725839914,0.686638644143685,0.481554485853099,0.679583866522067,0.0103953310046777
"268",824,"El Qasr desert","KBA",NA,"Egypt","EGY","Lower Middle Income Countries and Territories","yes",8,0.0850869865292083,0.543911125624185,0.749222854904296,0.386659530590395,0.667879635584663,0.00678406355211466
"269",1234,"Iori Region","KBA",NA,"Georgia","GEO","Lower Middle Income Countries and Territories","yes",8,0.28988096643875,0.54659726260798,0.759418335842557,0.450238652221775,0.639089123709328,0.290797001259903
"270",1233,"Svaneti","KBA",NA,"Georgia","GEO","Lower Middle Income Countries and Territories","yes",8,0.24757657631764,0.556228636071416,0.896054401329649,0.517615215375411,0.625960849042285,0.669215409650714
"271",1232,"Adjara-Imereti Ridge","KBA",NA,"Georgia","GEO","Lower Middle Income Countries and Territories","yes",8,0.264159146552885,0.607545831626505,0.978041281975939,0.57813183899036,0.634650711851221,0.723030135917576
"319",683,"Gangotri National Park","KBA",NA,"India","IND","Lower Middle Income Countries and Territories","yes",8,0.403382765770252,0.647589761000544,0.753310691904324,0.404275126193929,0.628411767990019,0.133983177584666
"322",187,"Gangotri","IUCN","II","India","IND","Lower Middle Income Countries and Territories","yes",8,0.374466704116831,0.590558157038162,0.708901910154385,0.414988521613126,0.461103283971227,0.036541909617638
"323",1249,"Mechuka - Monigong - Jorgging","KBA",NA,"India","IND","Lower Middle Income Countries and Territories","yes",8,0.720545544854045,0.683365447176026,0.422480189839444,0.424169456167885,0.660933355634983,0.635289213679017
"327",185,"Hemis","IUCN","II","India","IND","Lower Middle Income Countries and Territories","yes",8,0.244928512351096,0.598617408707379,0.569173541961402,0.460294910322282,0.656573829522896,0.0076207606514531
"329",1212,"Hisma Basin - Rum","KBA",NA,"Jordan","JOR","Lower Middle Income Countries and Territories","yes",8,0.274230459358562,0.671499348164113,0.713149519652632,0.429331069991638,0.618128821272761,0.00918935618060614
"338",4,"Issyk-Kul","IUCN","Ia","Kyrgyzstan","KGZ","Lower Middle Income Countries and Territories","yes",8,0.137081469500087,0.489697075361551,0.81606364724489,0.47547213636768,0.701531858896386,0.162458720813974
"339",1237,"Eastern Alai","KBA",NA,"Kyrgyzstan","KGZ","Lower Middle Income Countries and Territories","yes",8,0.336763554871472,0.601638483925103,0.658821721097256,0.464797900387918,0.643751897105366,0.0297020053647498
"340",1251,"Eastern Middle Atlas Mountains","KBA",NA,"Morocco","MAR","Lower Middle Income Countries and Territories","yes",8,0.280053015576291,0.500355263693378,0.510887957415721,0.497237358365057,0.657243567887525,0.515058624197493
"341",1202,"Oued Mird","KBA",NA,"Morocco","MAR","Lower Middle Income Countries and Territories","yes",8,0.154803685059135,0.788281393737101,0.547247822234084,0.51894154070061,0.677077807972556,0.296097144492139
"342",1213,"Wad Lakhdar","KBA",NA,"Morocco","MAR","Lower Middle Income Countries and Territories","yes",8,0.315589934979938,0.471076405654395,0.510656026066642,0.517701369889042,0.652775746218748,0.507433547865937
"343",1201,"Msseyed","KBA",NA,"Morocco","MAR","Lower Middle Income Countries and Territories","yes",8,0.168958525593158,0.604856047425186,0.743132299317905,0.478854891698789,0.65741234847232,0.468153228783648
"344",1200,"Région Fouchal - Matarka","KBA",NA,"Morocco","MAR","Lower Middle Income Countries and Territories","yes",8,0.150846850336279,0.460086991434904,0.618251475024057,0.492489065428445,0.650720109295426,0.30304637406277
"345",75,"Eastern Mongolian Steppe","IUCN","Ib","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.0591598566512941,0.0739411502780025,0.813073795906797,0.522537054268896,0.684231735778838,0.0366387152411316
"346",72,"Numrug","IUCN","Ib","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.0762703268179175,0.290760532096363,0.801827587011617,0.531362195559297,0.647878447915448,0.101802464444575
"347",206,"Myangan-Ugalzat","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.114004729665903,0.267381986568938,0.745651022403455,0.585132839501152,0.644404591841547,0.0173553631782789
"348",208,"Gobi Gurvansaikhan range","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.0762413942182067,0.556132521905139,0.822197336131857,0.524039738805432,0.811731573863298,0.0121762205833924
"349",8,"Great Gobi","IUCN","Ia","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.126377116046233,0.700116675977232,0.868780775314841,0.502164300163963,0.863786776520426,0.0128215135945314
"350",5,"Khoridol Saridag","IUCN","Ia","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.0853296293954609,0.500534870064113,0.796256544157733,0.514581396333692,0.62340268275943,0.154054100231702
"351",213,"Ix Bogd mountain","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.06248277739637,0.456073704650527,0.777303578992095,0.624661579260156,0.634773987790101,0.0152386946354611
"352",9,"Uvs Nuur Basin","IUCN","Ia","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.110002964529099,0.422077893756519,0.904735487438675,0.512343676960833,0.674371566134089,0.0482157890633897
"353",205,"Tengis-Shishged","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.0897624521397137,0.593477706147769,0.858383650487961,0.546527151896659,0.725955918392654,0.253709856288577
"354",7,"Altan Els","IUCN","Ia","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.102444637593319,0.11128152994264,0.836937401093065,0.573754412993406,0.591478089739377,0.110715218040077
"355",217,"Har Us Nuur","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.118191372518963,0.402466690821365,0.835793125070215,0.532892847426416,0.724990075383789,0.0328801421713118
"356",207,"Khangai nuruu","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.0745526804751765,0.391424278961927,0.635006966305737,0.57928708602654,0.728853950331749,0.0748213445397272
"357",198,"Orxoni xundii","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.0613348856885916,0.31472283130359,0.696825278262876,0.588673235108297,0.555759249484051,0.0565697725609486
"358",6,"Zed-Khantai-Buteeliin nuruu","IUCN","Ia","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.0934048631749942,0.393562433169932,0.828180623829388,0.522064195024155,0.698133015603433,0.333617699738901
"359",201,"Khan Khukhii-Khyragas Lake","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.111042307572209,0.397213255061593,0.899624119221987,0.566796641378056,0.656715343921257,0.0204216405562138
"360",210,"Gorkhi - Terelj","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.0712120914707425,0.526660552189152,0.705930458092778,0.580112397677339,0.642993209695257,0.302579258222651
"361",204,"Khuvsgul","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.0974362284483875,0.552893053082239,0.706632875482662,0.507678697115545,0.748523297253462,0.257163788563994
"362",209,"Onon - Balj /A/","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.0836500217020777,0.335170271934833,0.735488871085173,0.57465477468941,0.642636891601524,0.144895351980033
"363",196,"Altai Tavan range","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.124952134378851,0.4139208739657,0.763221135098822,0.508723041942531,0.701704664868202,0.243058542198333
"364",515,"Landscapes of Dauria","WHS","Not Applicable","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.100683706458645,0.320341247618333,0.806399881286349,0.507410761365005,0.728664224142817,0.0471119288088909
"365",214,"Mongol Els","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.0905276746961112,0.373520564616619,0.846033705683869,0.613016954999149,0.636325853875147,0.0135982857403285
"366",215,"Munkhkhairkhan uul-Uenchiin khavtsal","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.125881788422996,0.349609741561994,0.744311359355312,0.601869871724989,0.68280960425151,0.0191301186620326
"367",76,"Ulaan Taiga","IUCN","Ib","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.0919383951078191,0.575085513886015,0.787743043732574,0.570837208913142,0.672193889691706,0.18054612181262
"368",212,"Onon - Balj river /B/","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.0809750983606785,0.241500175165009,0.794299758037183,0.591121320169,0.564739424159436,0.11965514566717
"369",216,"Khan-Khokhi Khyargas mountain","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.10097795943592,0.229504502931185,0.808513252528815,0.575769166325201,0.628870080493386,0.0918327059397136
"370",203,"Ulaagchini khar nuur","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.0999769898966889,0.223756805633076,0.825640800810912,0.576668549200021,0.633104721718169,0.0217842961305183
"371",74,"Khan Khentii","IUCN","Ib","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.093424693343353,0.687486376047655,0.7693754127846,0.505653138006389,0.778749377716234,0.388242574241242
"372",211,"Tarvagatai nuruu","IUCN","II","Mongolia","MNG","Lower Middle Income Countries and Territories","yes",8,0.080507650360193,0.332690870983967,0.701864110343876,0.541160291902367,0.6902230608627,0.0744517235591858
"385",232,"Khunjerab","IUCN","II","Pakistan","PAK","Lower Middle Income Countries and Territories","yes",8,0.196151082617346,0.757371892541515,0.667720116482559,0.480282097387441,0.653154356140288,0.00390959964847548
"388",670,"Hingol National Park","KBA",NA,"Pakistan","PAK","Lower Middle Income Countries and Territories","yes",8,0.181436991163429,0.776472850291559,0.595178118766857,0.478657213972659,0.693357392057884,0.00727625760915126
"390",671,"Deosai National Park","KBA",NA,"Pakistan","PAK","Lower Middle Income Countries and Territories","yes",8,0.341458358337576,0.759974195307897,0.709351552023144,0.450581608787436,0.628826497581662,0.0297243449337368
"401",248,"Tajik National Park","IUCN","II","Tajikistan","TJK","Lower Middle Income Countries and Territories","yes",8,0.198622435730695,0.735636637367949,0.668725315220479,0.451160978697128,0.800883765009879,0.00795280332813405
"402",614,"Chott Djerid","KBA",NA,"Tunisia","TUN","Lower Middle Income Countries and Territories","yes",8,0.140919201743802,0.752699981355452,0.608317600795147,0.367671976881046,0.695289330428065,0.0213268754324867
"403",249,"Podolskie Tovtry","IUCN","II","Ukraine","UKR","Lower Middle Income Countries and Territories","yes",8,0.109653010825697,0.369205863196964,0.652714769374977,0.539615329152984,0.633836986748593,0.481170811436027
"404",548,"Novograd-Volunskoe Game Reserve","KBA",NA,"Ukraine","UKR","Lower Middle Income Countries and Territories","yes",8,0.103205205087031,0.743234387494334,0.633943288056717,0.609571888794875,0.623848332810014,0.656600111956218
"405",546,"Polis'kyi Nature Reserve","KBA",NA,"Ukraine","UKR","Lower Middle Income Countries and Territories","yes",8,0.101877274074918,0.706697951459019,0.669788029531598,0.510118820255313,0.661062630021474,0.662316434542728
"406",547,"Syvash Bay","KBA",NA,"Ukraine","UKR","Lower Middle Income Countries and Territories","yes",8,0.0962877479324663,0.335336284612922,0.640456404875249,0.564048917280282,0.623916371560661,0.0905253091194699
"407",707,"Saiga Nature Sanctuary","KBA",NA,"Uzbekistan","UZB","Lower Middle Income Countries and Territories","yes",8,0.0738795737625822,0.425983965534447,0.746442309481199,0.457255604304684,0.684952713742683,0.0075336429018975
"408",258,"Ugam-Chatkal","IUCN","II","Uzbekistan","UZB","Lower Middle Income Countries and Territories","yes",8,0.214896698510381,0.429929668551984,0.711383363978984,0.451311252073675,0.701790211844501,0.0584731464416025
"409",1236,"Gissar State Nature Reserve","KBA",NA,"Uzbekistan","UZB","Lower Middle Income Countries and Territories","yes",8,0.218511860496594,0.586840248927586,0.593403050345937,0.43889727362563,0.691082342933926,0.0372235781550376
"410",736,"Buzaubay","KBA",NA,"Uzbekistan","UZB","Lower Middle Income Countries and Territories","yes",8,0.114227556382204,0.573464611514721,0.741228275062182,0.426270877732174,0.640899045382569,0.0093471435095546
"516",550,"Niedere Tauern","KBA",NA,"Austria","AUT",NA,"no",8,0.120548661263564,0.651656639673356,0.717634297283405,0.513109601412827,0.632142821281049,0.0984549858649291
"630",649,"Mittlere Schwäbische Alb with Albuch, Härtsfeld","KBA",NA,"Germany","DEU",NA,"no",8,0.0985358525543275,0.337764385940258,0.759247055540383,0.538432680672898,0.630326416447795,0.650672608862574
"631",586,"Dakhla area","KBA",NA,"Western Sahara","ESH",NA,"no",8,0.0678456689678416,0.756564215923278,0.802399059238068,0.48177485024672,0.785118207578353,NA
"632",1184,"Alcudia valley and mountain range","KBA",NA,"Spain","ESP",NA,"no",8,0.183594314785654,0.537110947361446,0.614092962995592,0.701364856967056,0.621442759625906,0.190706245431623
"633",1189,"Guadalquivir marshes","KBA",NA,"Spain","ESP",NA,"no",8,0.190161744476743,0.359885736154976,0.54397263839791,0.673827586400027,0.631794123881842,0.0554157492779985
"634",1179,"Tierra de Campos steppes","KBA",NA,"Spain","ESP",NA,"no",8,0.183862720896065,0.343326731499277,0.6361597156064,0.691768888244723,0.653415655701423,0.120004454171632
"635",1186,"Cazorla and Segura mountain ranges","KBA",NA,"Spain","ESP",NA,"no",8,0.236643738012446,0.49888539695109,0.51688059564723,0.609874649944739,0.631162079495238,0.0405990764986366
"636",1185,"Madrona and Andújar mountain ranges","KBA",NA,"Spain","ESP",NA,"no",8,0.198751505331046,0.518951855977767,0.564884818015852,0.635949937387427,0.625585205516193,0.162094431107598
"637",1182,"Rivers Cabriel and Júcar canyons","KBA",NA,"Spain","ESP",NA,"no",8,0.133312569178164,0.39654351749588,0.682332567981537,0.641689169651338,0.623592998734549,0.0783752558245596
"638",1181,"El Escorial-San Martín de Valdeiglesias","KBA",NA,"Spain","ESP",NA,"no",8,0.209467921237415,0.314069412615372,0.716080232186047,0.703793210972363,0.617544051175192,0.123937598845583
"639",1190,"San Pedro mountain range","KBA",NA,"Spain","ESP",NA,"no",8,0.168142190109029,0.48357545765838,0.60922127020286,0.617896566974935,0.649131524256943,0.0367834771582883
"640",1180,"Tierra de Campiñas steppes","KBA",NA,"Spain","ESP",NA,"no",8,0.189330898660379,0.360412254513147,0.662409042295962,0.721720397906067,0.616572778612416,0.123182643124971
"641",1187,"Sierra Nevada mountain range","KBA",NA,"Spain","ESP",NA,"no",8,0.145573174694831,0.389181817871244,0.522012557919239,0.584182050530398,0.629366647808138,0.0805902943028026
"642",1188,"Mountain ranges south of Jén","KBA",NA,"Spain","ESP",NA,"no",8,0.172987602277597,0.288988091592837,0.469203874915973,0.692171697290846,0.615746148658095,0.0989946327397955
"643",1183,"Toledo mountains-Cabañeros","KBA",NA,"Spain","ESP",NA,"no",8,0.172785383674157,0.405571910370875,0.62415316337861,0.647542317896589,0.659569083778712,0.209875391583198
"644",119,"Kaldoaivin Erämaa","IUCN","Ib","Finland","FIN",NA,"no",8,0.0207007837144491,0.868896487064228,0.255423975092624,0.482733321049313,0.643208036805308,0.118420809512128
"645",120,"Käsivarren Erämaa","IUCN","Ib","Finland","FIN",NA,"no",8,0.0193020884099874,0.893612916174504,0.540904388561564,0.483643665838169,0.621023402485874,0.083097359111766
"646",121,"Lemmenjoen Kansallispuisto","IUCN","Ib","Finland","FIN",NA,"no",8,0.025533473155781,0.859489621926472,0.269715194831624,0.483531485458373,0.64098423384234,0.240867354887729
"647",342,"Urho Kekkosen Kansallispuisto","IUCN","II","Finland","FIN",NA,"no",8,0.0265104235821055,0.820839551105434,0.342389088541534,0.484499182451279,0.6322310307955,0.303550475574522
"648",823,"Grampian Mountains","KBA",NA,"United Kingdom","GBR",NA,"no",8,0.0657270986185811,0.468191973404551,0.596006618574169,0.518481981591134,0.621161669459974,0.147184079548052
"649",549,"North Pennine Moors","KBA",NA,"United Kingdom","GBR",NA,"no",8,0.0443295922484416,0.306551849351693,0.811600121263751,0.584069418561179,0.665900457027591,0.121367003196288
"653",1178,"Gorski Kotar and Northern Lika","KBA",NA,"Croatia","HRV",NA,"no",8,0.216789643098026,0.623276316840073,0.798216029115078,0.466695723471852,0.629097343817102,0.900408492218498
"654",122,"Naravni Rezervat Ormo_ke Lagune","IUCN","Ib","Croatia","HRV",NA,"no",8,0.110365486203618,0.070879903074519,0.709237649676496,0.51897562239855,0,0.670456684186664
"655",1177,"Mount Velebit","KBA",NA,"Croatia","HRV",NA,"no",8,0.206287875018923,0.539109201755959,0.862421211968608,0.46838925781774,0.615586005128986,0.557457179235409
"656",343,"Vatnajökull National Park","IUCN","II","Iceland","ISL",NA,"no",8,0.019230343167191,0.868919670034648,0.660140148841447,0.482478384976977,0.761410602086915,0.0494407225967062
"657",827,"Western Negev","KBA",NA,"Israel","ISR",NA,"no",8,0.325359782824411,0.304797443546122,0.670384402470457,0.436927663133144,0.626331133583161,0.25720322292667
"658",1175,"Area delle Murge e delle Gravine","KBA",NA,"Italy","ITA",NA,"no",8,0.128348998994224,0.0863619252532847,0.629606936842517,0.645239718560452,0.623959024529076,0.171674144936656
"659",1176,"Gargano Promontory and Capitanata Wetlands","KBA",NA,"Italy","ITA",NA,"no",8,0.141120847422393,0.351122495775221,0.592460004559616,0.508517439534451,0.627199709884469,0.428548864962334
"660",995,"Hidaka mountains","KBA",NA,"Japan","JPN",NA,"no",8,0.121310670624998,0.588573901256309,0.758667389793688,0.508909850566911,0.665868833294772,0.565808367363102
"661",190,"Daisetsuzan","IUCN","II","Japan","JPN",NA,"no",8,0.114965799469395,0.576817569810267,0.797880451755359,0.517653963249252,0.623733379769436,0.586102922956267
"662",997,"Okutadami-Okunikko-Mt. Ohsabi","KBA",NA,"Japan","JPN",NA,"no",8,0.305160380957897,0.535016083385708,0.714938506357386,0.496747121007399,0.671299347509892,0.660855175268769
"663",996,"Northern Japan Alps","KBA",NA,"Japan","JPN",NA,"no",8,0.325975308927736,0.512335460293751,0.76975670801816,0.49724941331542,0.64326060588158,0.633133893638084
"664",870,"Dovrefjell","KBA",NA,"Norway","NOR",NA,"no",8,0.0420850749329256,0.824758072966726,0.760407273107433,0.483685171707448,0.659263504316303,0.182243779549375
"665",345,"Saltfjellet-Svartisen","IUCN","II","Norway","NOR",NA,"no",8,0.0270728007829954,0.866546211129741,0.753494444655794,0.481511493038324,0.617673642461716,0.163006249623172
"666",344,"Hardangervidda","IUCN","II","Norway","NOR",NA,"no",8,0.0335207654272785,0.831210846193373,0.66217455067363,0.481941278356809,0.65496599282917,0.154786092564889
"671",229,"Al Wusta Wildlife Reserve","IUCN","II","Oman","OMN",NA,"no",8,0.15148206686672,0.753595666688916,0.650320978898316,0.481748179476533,0.640954226579829,0.00299879006357991
"674",646,"Empty Quarter","KBA",NA,"Oman","OMN",NA,"no",8,0.0879000162935142,0.785461122757766,0.544794342134996,0.478274860595923,0.821965277920117,NA
"676",735,"Tuchola Forest","KBA",NA,"Poland","POL",NA,"no",8,0.080422463792153,0.41683171222062,0.756006092911616,0.261370813147741,0.659009320345096,0.699513051782744
"677",792,"Podisul Hârtibaciului","KBA",NA,"Romania","ROU",NA,"no",8,0.130996363992648,0.50039832377605,0.714986076527739,0.511584503941533,0.630042789119818,0.41040596812915
"678",793,"Danube Delta","KBA",NA,"Romania","ROU",NA,"no",8,0.1322934775107,0.556525976060143,0.697027756643714,0.301606314282776,0.686048935953336,0.255501773160024
"679",1116,"Abyy lowland","KBA",NA,"Russia","RUS",NA,"no",8,0.028939188234237,0.954835850897456,0.589264950192906,0.4818072246688,0.749021492297987,0.0347108868676739
"680",898,"Adovo-Chugrumski wetland","KBA",NA,"Russia","RUS",NA,"no",8,0.0511446070594992,0.825148536921393,0.571870675766627,0.482247138875308,0.629970925966315,0.565656950428047
"681",1094,"Aginskiye lakes","KBA",NA,"Russia","RUS",NA,"no",8,0.0928324979418097,0.270775979914362,0.744875874249656,0.445721223835487,0.614700372799524,0.0564099989856834
"682",901,"Agriculture lands of south and east of Novouzensk","KBA",NA,"Russia","RUS",NA,"no",8,0.0672571636330676,0.134970020914383,0.528156178364928,0.413512614884378,0.615933873712143,0.0356257489374563
"683",524,"Golden Mountains of Altai","WHS","Not Applicable","Russia","RUS",NA,"no",8,0.133317599582627,0.58910611895867,0.873029548746814,0.460784504362593,0.77792439076269,0.346281520751379
"684",1111,"Anabar","KBA",NA,"Russia","RUS",NA,"no",8,0.0172453723488457,0.974925409459628,0.557782968302521,0.4818072246688,0.618314532892035,0.067305036303527
"685",872,"Anuyskaya","KBA",NA,"Russia","RUS",NA,"no",8,0.100213016714064,0.55646196432303,0.86419355970668,0.422632147573551,0.658537952856443,0.265601228941804
"686",902,"Archedinskiye sands","KBA",NA,"Russia","RUS",NA,"no",8,0.0834504614638704,0.290552450821928,0.687441172866657,0.499679008528271,0.614669277371942,0.136871368852256
"687",891,"Khaypudyrskaya Bay [Islands of B. Zelenets, Dolgi]","KBA",NA,"Russia","RUS",NA,"no",8,0.00701545894278957,0.946460830504128,0,0.4818072246688,0.641127167040006,NA
"688",1097,"Gusikha river basin and lower Balakhnya river","KBA",NA,"Russia","RUS",NA,"no",8,0.0234730919771804,0.997451411810624,0.333916988091658,0.4818072246688,0.648712287598798,NA
"689",908,"Kolguev island","KBA",NA,"Russia","RUS",NA,"no",8,0.00951942099976497,0.906965751758222,0.106534900167705,0.4818072246688,0.698170820616875,0
"690",1092,"Azas Nature Reserve","KBA",NA,"Russia","RUS",NA,"no",8,0.0833259282980533,0.809595215757793,0.889496635920806,0.482687934895263,0.657275022972031,0.505724775909458
"691",1118,"Kolyma-Alazeya lowland","KBA",NA,"Russia","RUS",NA,"no",8,0.0401820727785344,0.943076987946163,0.476414433336203,0.4818072246688,0.816682013472693,0.0091983123132693
"692",887,"Kondo-Alymskaya","KBA",NA,"Russia","RUS",NA,"no",8,0.055342769288903,0.843762262088069,0.437255675033807,0.48075807883991,0.632763731038642,0.261083087870563
"693",1108,"Terpyey-Tumus","KBA",NA,"Russia","RUS",NA,"no",8,0.0106541487957068,0.997837286176466,0.506619351675093,0.4818072246688,0.641073711905527,NA
"694",876,"Baganskiye Lakes","KBA",NA,"Russia","RUS",NA,"no",8,0.0697477762622421,0.0312707353021507,0.622014009957978,0.610288023072619,0.655888693306496,0.0826404171323248
"695",1134,"Nordenshel'da archipelago","KBA",NA,"Russia","RUS",NA,"no",8,0.0127466601400656,0.90879809019733,0.523880229472712,0.4818072246688,0.689455908200218,NA
"696",1095,"Bain-Tsaganskiye lakes","KBA",NA,"Russia","RUS",NA,"no",8,0.0929683288974376,0.273313529761973,0.798903405039941,0.370706239824797,0.617729837847395,0.046829844748134
"697",903,"Sarpinskaya lake-system","KBA",NA,"Russia","RUS",NA,"no",8,0.0711956712254473,0.220482577242189,0.75899988875602,0.467600718582243,0.614292803674891,0.0528195917439831
"698",899,"Irendyk ridge","KBA",NA,"Russia","RUS",NA,"no",8,0.0994384998549077,0.365880074478028,0.647705800663449,0.415866772365168,0.674907226788334,0.276246798303405
"699",882,"Basins of the Schuchya and Khadytayakha rivers","KBA",NA,"Russia","RUS",NA,"no",8,0.0148379394258563,0.969694328522041,0.308074528939111,0.4818072246688,0.726050372972705,9.72375952483238e-05
"700",1093,"Tunkin valley","KBA",NA,"Russia","RUS",NA,"no",8,0.0960472798493151,0.733834738730013,0.785849311088508,0.483946028750941,0.748804493497326,0.451498723975737
"701",1124,"Bolon' lake","KBA",NA,"Russia","RUS",NA,"no",8,0.107884242609147,0.716350697129542,1,0.635423277399887,0.665216861662711,0.204252440049772
"702",1131,"Upper and middle Nizhnyaya Baikha river","KBA",NA,"Russia","RUS",NA,"no",8,0.019487233482105,0.936948862913692,0.183901691789658,0.481634701563346,0.689096143500267,0.224090481544552
"703",885,"Upper and Middle Yuribey","KBA",NA,"Russia","RUS",NA,"no",8,0.00665116330504908,0.990679037795831,0.234573035515879,0.4818072246688,0.666666242252392,0
"704",888,"Upper streams of Ob' river","KBA",NA,"Russia","RUS",NA,"no",8,0.0457848415299691,0.847708460956925,0.280809936211973,0.481198359312291,0.680330483082604,0.348425833957618
"705",913,"Kamsko-Bakaldinskiye marshes","KBA",NA,"Russia","RUS",NA,"no",8,0.0851662286508233,0.67443594833232,0.575864306311852,0.554199197271746,0.648738129703026,0.504054464414232
